id,naslov,regija,velikost,zemljisce,tip,leto,obnova,opis,agencija,cena 
6288838,"LJ. CENTER, MESTNI TRG",6,154.9,0,4.0,1500,2019,"154,9 m2, 4-sobno, zgrajeno l. 1500, adaptirano l. 2019, 4/4 nad., prodamo. Cena: 595.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,595000.0
6383430,"LJ. CENTER, MESTNI TRG",6,156.0,0,4.0,1500,2019,"156 m2, 4-sobno, zgrajeno l. 1500, adaptirano l. 2019, 2/3 nad., 4-sobno stanovanje v baročni palači v starem mestnem je...",Zasebna ponudba,655000.0
6383427,"LJ. CENTER, MESTNI TRG",6,178.0,0,4.0,1500,2019,"178 m2, 4-sobno, zgrajeno l. 1500, adaptirano l. 2019, 2/3 nad., 4 sobno stanovanje v baročni palači v starem mestnem je...",Zasebna ponudba,740000.0
6397870,"LJ. CENTER, MESTNI TRG",6,197.0,0,4.0,1616,,"197 m2, 4-sobno, zgrajeno l. 1616, M/3 nad., prodamo. Cena: 595.000,00 EUR",Rojal invest d.o.o.,595000.0
6224051,"LJ. CENTER, MIKLOŠIČEVA",6,194.5,0,5,1907,2011,"194,5 m2, 5 in večsobno, zgrajeno l. 1907, adaptirano l. 2011, 3/4 nad., prodamo. Cena: 770.000,00 EUR",Zasebna ponudba,770000.0
6431863,"LJ. CENTER, MIKLOŠIČEVA 14",6,66.9,0,2.0,1927,,"66,9 m2, 2-sobno, zgrajeno l. 1927, 3/4 nad., prodamo. Cena: 275.000,00 EUR",Zasebna ponudba,275000.0
6441443,"LJ. CENTER, MIKLOŠIČEVA 20",6,104.32,0,2.0,1900,,"104,32 m2, 2-sobno, zgrajeno l. 1900, 1/2 nad., V znameniti Krisperjevi hiši, ki jo je leta 1900 oblikoval priznani arhi...",ARTIK nepremičnine d.o.o.,375000.0
6415146,"LJ. CENTER, MODERNO ZASNOVANO STANOVANJE BLIZU TROMOSTOVJA",6,88.0,0,3.0,1927,,"88 m2, 3-sobno, zgrajeno l. 1927, prodamo. Cena: 399.000,00 EUR",ABC nepremičnine d.o.o.,399000.0
6267617,"LJ. CENTER, NAZORJEVA, PRI HOTELU UNION",6,128.3,0,3.0,1905,2017,"128,3 m2, 3-sobno, zgrajeno l. 1905, adaptirano l. 2017, 3/4 nad., prodamo. Cena: 730.000,00 EUR",ABC nepremičnine d.o.o.,730000.0
6437956,"LJ. CENTER, OBNOVLJENO POLKLETNO STANOVANJE Z VELIKIMI OKNI,...",6,59.6,0,3.0,1895,2021,"59,6 m2, 3-sobno, zgrajeno l. 1895, adaptirano l. 2021, PK/2 nad., prodamo. Cena: 240.000,00 EUR",Mreža nepremičnin d.o.o.,240000.0
6423938,"LJ. CENTER, PEGLEZEN - JOZE PLECNIK",6,162.0,0,3.0,1934,2021,"162 m2, 3-sobno, zgrajeno l. 1934, adaptirano l. 2021, 2/3 nad., Prestižna rezidenca v središču Ljubljane v znameniti st...",Zasebna ponudba,900000.0
6405451,"LJ. CENTER, PENTHAUS STANOVANJE S POGLEDOM NA LJUBLJANICO",6,175.6,0,5,1975,,"175,6 m2, 5 in večsobno, zgrajeno l. 1975, prodamo. Cena: 430.000,00 EUR",ABC nepremičnine d.o.o.,430000.0
6441288,"LJ. CENTER, PENTHOUSE",6,320.7,0,4.0,2021,,"320,7 m2, 4-sobno, zgrajeno l. 2021, 7. nad., prodamo. Cena: 1.195.436,00 EUR",LJUBLJANA NEPREMIČNINE d.o.o.,1195436.0
6425086,"LJ. CENTER, PETKOVŠKOVO NABREŽJE",6,98.3,0,5,2012,2012,"98,3 m2, 5 in večsobno, adaptirano l. 2012, 1/2 nad., svetlo, lepo in funkcionalno razporejeno stanovanje v staromeščans...",Diamant nepremičnine d.o.o.,395000.0
6425672,"LJ. CENTER, PETKOVŠKOVO NABREŽJE",6,98.3,0,3.0,2012,2012,"98,3 m2, 3-sobno, adaptirano l. 2012, 1/2 nad., svetlo in funkcionalno razporejeno stanovanje v staromeščanskem dvorcu v...",Diamant nepremičnine d.o.o.,395000.0
6431573,"LJ. CENTER, POD LJUBLJANSKIM GRADOM",6,55.3,0,2.0,1960,,"55,3 m2, 2-sobno, zgrajeno l. 1960, 5. nad., posredujemo pri prodaji opremljenega stanovanja, ki se razprostira v petem ...",Avenija nepremičnin d.o.o.,225000.0
6439382,"LJ. CENTER, POD LJUBLJANSKIM GRADOM",6,64.1,0,3.0,1962,2006,"64,1 m2, 3-sobno, zgrajeno l. 1962, adaptirano l. 2006, 8/10 nad., prodamo. Cena: cca 271.900,00 EUR","Sans nepremičnine, d.o.o.",271900.0
6440536,"LJ. CENTER, POLJANE",6,49.0,0,1.0,1896,,"49 m2, 1-sobno, zgrajeno l. 1896, P/3 nad., Lj-Center, 49 m2, zgrajeno 1896, pritličje, prodamo. Cena 177.000 EUR, proda...",Zasebna ponudba,177000.0
6435261,"LJ. CENTER, POLJANSKA CESTA 15",6,123.7,0,2.0,1929,,"123,7 m2, 2-sobno, v stavbi zgrajeni l. 1929, 3. nad., prodamo. Cena: 300.000,00 EUR",Javni stanovanjski sklad Mestne občine Ljubljana,300000.0
6360394,"LJ. CENTER, POLJANSKI NASIP",6,41.5,0,2.0,1800,2020,"41,5 m2, 2-sobno, zgrajeno l. 1800, adaptirano l. 2020, P/1 nad., Odlična lokacija - bližina kliničnega centra in fakult...",Zasebna ponudba,145000.0
6435116,"LJ. CENTER, POLJANSKO NABREŽJE",6,50.0,0,3.0,2021,2021,"50 m2, 3-sobno, adaptirano l. 2021, polklet, prodamo. Cena: 240.000,00 EUR",Zasebna ponudba,240000.0
6392696,"LJ. CENTER, PRAŽAKOVA, BALKON, DVIGALO",6,86.1,0,3.0,1976,2013,"86,1 m2, 3-sobno, zgrajeno l. 1976, adaptirano l. 2013, 7/9 nad., prodamo. Cena: 339.000,00 EUR","Agencija za posredovanje v prometu z nepremičninami, Aline Belinger s.p.",339000.0
6440712,"LJ. CENTER, PRIMERNO TUDI ZA INVESTICIJO",6,50.0,0,2.0,1959,2000,"50 m2, 2-sobno, zgrajeno l. 1959, adaptirano l. 2000, 2/5 nad., Posredujemo pri prodaji prijetnega dvosobnega stanovanja...",EnN Pogled d.o.o.,195000.0
6441211,"LJ. CENTER, PRULE",6,109.1,0,4.0,1820,,"109,1 m2, 4-sobno, zgrajeno l. 1820, mansarda, Posredujemo pri prodaji razgibanega in funkcionalno opremljenega stanovan...",MICASA 6 nepremičnine d.o.o.,390000.0
6439379,"LJ. CENTER, RESLJEVA",6,91.6,0,2.0,1990,2021,"91,6 m2, 2-sobno, dupleks, zgrajeno l. 1990, adaptirano l. 2021, P/2 nad., prodamo. Cena: 295.000,00 EUR",Rojal invest d.o.o.,295000.0
6383184,"LJ. CENTER, RESLJEVA CESTA",6,54.3,0,2.0,1898,2018,"54,3 m2, 2-sobno, zgrajeno l. 1898, adaptirano l. 2018, prodamo. Cena: 215.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,215000.0
6412492,"LJ. CENTER, S POGLEDOM NA GRAD",6,159.0,0,4.5,1990,,"159 m2, 4,5-sobno, zgrajeno l. 1990, 4/4 nad., stanovanje na edinstveni lokaciji obsega dnevno sobo z jedilnico, kuhinjo...",Garant - Gabrijela Smuk s.p.,489000.0
6404687,"LJ. CENTER, STARA",6,153.0,0,4.0,1800,2019,"153 m2, 4-sobno, zgrajeno l. 1800, adaptirano l. 2019, VP/3 nad., Prenovljeno 4-sobno stanovanje v visokem pritličju več...",Roni nepremičnine d.o.o.,450000.0
6404690,"LJ. CENTER, STARA",6,197.0,0,4.0,1800,2019,"197 m2, 4-sobno, zgrajeno l. 1800, adaptirano l. 2019, M/3 nad., Prenovljeno 4-sobno stanovanje v 3. nadstropju večstano...",Roni nepremičnine d.o.o.,595000.0
6326029,"LJ. CENTER, STARI TRG",6,140.0,0,4.0,1902,2003,"140 m2, 4-sobno, dupleks, zgrajeno l. 1902, adaptirano l. 2003, 3/4 nad., prodamo. Cena: 450.000,00 EUR",Agencija Vitraž d.o.o.,450000.0
6312230,"LJ. CENTER, STARO MESTNO JEDRO",6,100.0,0,4.0,1700,2019,"100 m2, 4-sobno, &quot;penthouse&quot;, zgrajeno l. 1700, adaptirano l. 2019, 5/5 nad., Prekrasno stanovanje, duplex v b...",Arhidea d.o.o.,367000.0
6437616,"LJ. CENTER, STAVBA KOZOLEC",6,110.3,0,3.5,1956,2012,"110,3 m2, 3,5-sobno, zgrajeno l. 1956, adaptirano l. 2012, 2/7 nad., Prenovljeno stanovanje v stavbi Kozolec, prodamo. C...","INBA, nepremičninska družba, d.o.o.",495000.0
6271336,"LJ. CENTER, STILSKO STAROMEŠČANSKO STANOVANJE",6,125.0,0,4.5,1930,2016,"125 m2, 4,5-sobno, zgrajeno l. 1930, adaptirano l. 2016, prodamo. Cena: 465.000,00 EUR",ABC nepremičnine d.o.o.,465000.0
6423860,"LJ. CENTER, STRELIŠKA ULICA 3",6,52.0,0,2.0,1962,2019,"52 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2019, 5/10 nad., Svetlo, moderno in v celoti adaptirano 2 sobno stanovan...","LOOX, Mateja Funtek Derča s.p.",235000.0
6438282,"LJ. CENTER, STROGI OB LJUBLJANICI",6,76.6,0,3.5,2020,2020,"76,6 m2, 3,5-sobno, adaptirano l. 2020, 2/M, Posredujemo pri prodaji razgibanega in funkcionalno opremljenega dupleks st...",MICASA 6 nepremičnine d.o.o.,338000.0
6437928,"LJ. CENTER, STROSSMAYERJEVA",6,101.0,0,4.0,1951,2008,"101 m2, 4-sobno, zgrajeno l. 1951, adaptirano l. 2008, VP/5 nad., Izredna priložnost, na zelo zaželjeni lokaciji v centr...",MICASA 6 nepremičnine d.o.o.,420000.0
6441283,"LJ. CENTER, ŠE DVE 4 SOBNI STANOVANJI",6,111.1,0,4.0,2021,,"111,1 m2, 4-sobno, zgrajeno l. 2021, 2. nad., prodamo. Cena: 504.957,00 EUR",LJUBLJANA NEPREMIČNINE d.o.o.,504957.0
6441282,"LJ. CENTER, ŠE ZADNJE ENOTE, ODLIČNA PRILOŽNOST",6,65.1,0,2.0,2021,,"65,1 m2, 2-sobno, zgrajeno l. 2021, 3. nad., prodamo. Cena: 335.642,00 EUR",LJUBLJANA NEPREMIČNINE d.o.o.,335642.0
6441138,"LJ. CENTER, ŠMARTINSKA CESTA",6,34.6,0,1.0,1890,2019,"34,6 m2, 1-sobno, zgrajeno l. 1890, adaptirano l. 2019, P/1 nad., V centru na Šmartinski cesti med Bohoričevo in Njegoše...",Mikljič-Hribar Company d.o.o.,145000.0
6409580,"LJ. CENTER, ŠTEFANOVA ULICA",6,52.1,0,2.0,1960,2011,"52,1 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2011, 4/15 nad., Na odlični lokaciji v centru Ljubljane prodamo komple...",FIN nepremičninsko posredovanje Robert Fekonja s.p.,238000.0
6436145,"LJ. CENTER, TABOR",6,119.2,0,4.5,1950,2010,"119,2 m2, 4,5-sobno, zgrajeno l. 1950, adaptirano l. 2010, P/4 nad., prodamo. Cena: 469.000,00 EUR",LJUBLJANA NEPREMIČNINE d.o.o.,469000.0
6438821,"LJ. CENTER, TIK POD LJUBLJANSKIM GRADOM",6,64.1,0,3.0,1962,,"64,1 m2, 3-sobno, zgrajeno l. 1962, 8/10 nad., Predstavljamo vam trisobno stanovanje, ki se razprostira v osmem nadstrop...",Avenija nepremičnin d.o.o.,269000.0
6428549,"LJ. CENTER, TIVOLSKA",6,86.8,0,3.0,1938,,"86,8 m2, 3-sobno, zgrajeno l. 1938, odlična lokacija, številne možnosti, prodamo. Cena: 279.000,00 EUR",Maridom nepremičnine d.o.o.,279000.0
6441268,"LJ. CENTER, TIVOLSKA CESTA",6,88.0,0,4.0,1936,,"88 m2, 4-sobno, zgrajeno l. 1936, 1/4 nad., Odlično stanovanje za naložbo ali bivanje v centru Ljubljane, prodamo. Cena:...","INBA, nepremičninska družba, d.o.o.",309000.0
6439363,"LJ. CENTER, TRNOVO",6,57.83,0,2.0,1985,2021,"57,83 m2, 2-sobno, zgrajeno l. 1985, adaptirano l. 2021, 2/10 nad., prodamo. Cena: 335.000,00 EUR",Rojal invest d.o.o.,335000.0
6093843,"LJ. CENTER, TRUBARJEVA",6,92.4,0,4.0,1896,2017,"92,4 m2, 4-sobno, zgrajeno l. 1896, adaptirano l. 2017, pritličje, Na odlični lokaciji blizu centra Ljubljane se v stare...",Rocco nepremičnine d.o.o.,460000.0
6348863,"LJ. CENTER, TRUBARJEVA CESTA",6,99.2,0,3.0,1909,2020,"99,2 m2, 3-sobno, zgrajeno l. 1909, adaptirano l. 2020, 2/2 nad., prodamo. Cena: 320.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,320000.0
6431981,"LJ. CENTER, TRUBARJEVA CESTA",6,190.9,0,5,1936,2001,"190,9 m2, 5 in večsobno, dupleks, zgrajeno l. 1936, adaptirano l. 2001, 1/2 nad., unikatno in razgibano dupleks stanovan...",Group A d.o.o.,515000.0
6315730,"LJ. CENTER, UNIVERZA/GOSPOSKA ULICA",6,108.0,0,4.0,1895,2015,"108 m2, 4-sobno, zgrajeno l. 1895, adaptirano l. 2015, 2/3 nad., Meščansko stanovanje z pokritim parkiriščem. Izjemna lo...",Zasebna ponudba,555000.0
6425685,"LJ. CENTER, V BLIŽINI PREŠERNOVEGA TRGA",6,57.9,0,2.5,1826,2018,"57,9 m2, 2,5-sobno, zgrajeno l. 1826, adaptirano l. 2018, 3/3 nad., LJUBLJANA-CENTER; na odlični lokaciji v centru mesta...",Adria nepremičnine d.o.o.,198000.0
6440829,"LJ. CENTER, VELIKA TERASA, 2 PARKIRNI MESTI",6,112.2,0,4.0,2021,,"112,2 m2, 4-sobno, zgrajeno l. 2021, 1. nad., prodamo. Cena: 504.235,00 EUR",LJUBLJANA NEPREMIČNINE d.o.o.,504235.0
6436614,"LJ. CENTER, VODMAT",6,92.3,0,3.0,1979,2016,"92,3 m2, 3-sobno, zgrajeno l. 1979, adaptirano l. 2016, 7/7 nad., prodamo. Cena: cca 277.990,00 EUR","Sans nepremičnine, d.o.o.",277990.0
6441198,"LJ. CENTER, VODMAT",6,92.3,0,3.0,1979,2018,"92,3 m2, 3-sobno, zgrajeno l. 1979, adaptirano l. 2018, 7/7 nad., prodamo. Cena: 269.000,00 EUR",Mreža nepremičnin d.o.o.,269000.0
6438814,"LJ. CENTER, VODMAT, PARKING ZA ZAPORNICO",6,24.6,0,1.0,1965,,"24,6 m2, 1-sobno, zgrajeno l. 1965, Primerno za investicijo, iskana lokacija, prodamo. Cena: 135.000,00 EUR","STAN nepremičnine d.o.o., Ljubljana",135000.0
6319337,"LJ. CENTER, VRTAČA",6,116.0,0,3.0,1931,2019,"116 m2, 3-sobno, zgrajeno l. 1931, adaptirano l. 2019, 3. nad., Na odlični lokaciji ob Tivolskem parku in v neposredni b...",Rocco nepremičnine d.o.o.,405000.0
6268809,"LJ. CENTER, ZA AIRBNB 4 ZVEZDICE",6,330.0,0,5,1896,2016,"330 m2, 5 in večsobno, zgrajeno l. 1896, adaptirano l. 2016, 2/6 nad., Na ekskluzivni lokaciji v središču Ljubljane prod...",Blok d.o.o.,1095000.0
6441467,LJ. MOSTE,6,47.0,0,2.0,1933,2017,"47 m2, 2-sobno, zgrajeno l. 1933, adaptirano l. 2017, polklet, kompletno adaptirano stanovanje v stanovanjski hiši (vse ...",KU-MI nepremičnine d.o.o.,149000.0
6431845,LJ. MOSTE,6,58.4,0,2.0,1963,,"58,4 m2, 2-sobno, zgrajeno l. 1963, 4/13 nad., Posredujemo pri prodaji funkcionalno razporejenega stanovanja (možnost pr...",Studio modul d.o.o.,206000.0
6439679,LJ. MOSTE,6,58.5,0,3.0,2015,,"58,5 m2, 3-sobno, zgrajeno l. 2015, 2/2 nad., svetlo in dizajnersko opremljeno stanovanje s parkirnim mestom pod blokom,...","Gold nepremičnine, Mateja Kumer s.p.",250000.0
6390934,LJ. MOSTE,6,63.0,0,2.0,1932,,"63 m2, 2-sobno, zgrajeno l. 1932, prodamo. Cena: 225.000,00 EUR",ABC nepremičnine d.o.o.,225000.0
6438754,LJ. MOSTE,6,63.8,0,2.5,1972,,"63,8 m2, 2,5-sobno, zgrajeno l. 1972, 6. nad., odlična razporeditev, stanovanje z balkonom in dvigalom, odprt pogled v b...",KU-MI nepremičnine d.o.o.,179000.0
6434032,LJ. MOSTE,6,69.0,0,3.0,1961,,"69 m2, 3-sobno, zgrajeno l. 1961, 1/4 nad., v prenovljenem bloku na dobri lokaciji, prodamo izredno svetlo, zračno in pr...","PRO LAND, nepremičninsko posredovanje, d.o.o.",227000.0
6434035,LJ. MOSTE,6,69.0,0,2.5,1961,,"69 m2, 2,5-sobno, zgrajeno l. 1961, 1. nad., v prenovljenem bloku na dobri lokaciji, prodamo izredno svetlo, zračno in p...","PRO LAND, nepremičninsko posredovanje, d.o.o.",227000.0
6440247,LJ. MOSTE,6,69.6,0,2.5,1961,,"69,6 m2, 2,5-sobno, zgrajeno l. 1961, 1. nad., Predstavljamo vam v nakup svetlo stanovanje, ki se nahaja v prvem nadstro...",Avenija nepremičnin d.o.o.,227000.0
6423838,LJ. MOSTE,6,70.8,0,3.0,1967,2016,"70,8 m2, 3-sobno, zgrajeno l. 1967, adaptirano l. 2016, 7/10 nad., prodamo. Cena: 310.000,00 EUR",Makler Bled d.o.o.,310000.0
6392062,LJ. MOSTE,6,81.57,0,3.0,2021,,"81,57 m2, 3-sobno, zgrajeno l. 2021, 1/5 nad., NOVOGRADNJA: stanovanje z zelo racionalnim tlorisom, orientirano na JZ st...",Arhidea d.o.o.,362710.0
6440386,LJ. MOSTE,6,82.5,0,3.0,1975,2015,"82,5 m2, 3-sobno, zgrajeno l. 1975, adaptirano l. 2015, VP/4 nad., prijetno in svetlo stanovanje na dostopni lokaciji, p...","Gold nepremičnine, Mateja Kumer s.p.",250000.0
6426077,LJ. MOSTE,6,87.7,0,4.0,1983,2014,"87,7 m2, 4-sobno, zgrajeno l. 1983, adaptirano l. 2014, 11/12 nad., svetlo in prostorno stanovanje z balkonom, prodamo. ...","Gold nepremičnine, Mateja Kumer s.p.",299000.0
6440541,LJ. MOSTE,6,96.8,0,4.5,1975,2005,"96,8 m2, 4,5-sobno, zgrajeno l. 1975, adaptirano l. 2005, 3/4 nad., prodamo. Cena: 269.000,00 EUR",Market center Omnis d.o.o.,269000.0
6439505,LJ. MOSTE,6,121.7,0,4.5,2021,,"121,7 m2, 4,5-sobno, zgrajeno l. 2021, 3/5 nad., prodamo. Cena: 499.000,00 EUR","Stoja trade, d.o.o., Ljubljana",499000.0
6440133,LJ. MOSTE,6,128.8,0,4.0,2009,,"128,8 m2, 4-sobno, zgrajeno l. 2009, 6/6 nad., Moderen objekt, duplex, prodamo. Cena: 485.000,00 EUR","STAN nepremičnine d.o.o., Ljubljana",485000.0
6419492,LJ. MOSTE,6,135.22,0,3.5,2019,,"135,22 m2, 3,5-sobno, zgrajeno l. 2019, 3/3 nad., prodamo. Cena: 418.000,00 EUR","Stoja trade, d.o.o., Ljubljana",418000.0
6439906,LJ. MOSTE,6,139.0,0,4.0,2020,,"139 m2, 4-sobno, zgrajeno l. 2020, 3/3 nad., PRODAMO novo 4 sobno stanovanje 139 m2, zgrajeno 2020, z razgledom na Kamni...",LA FACADE Alojz Kozan s.p.,418000.0
6406767,LJ. MOSTE,6,147.6,0,5,2021,,"147,6 m2, 5 in večsobno, novogradnja - zgr. l. 2021, 6/7 nad., prodamo. Cena: 587.605,68 EUR","Aeon nepremičnine, d.o.o.",587605.68
6428394,LJ. MOSTE,6,153.4,0,4.5,2021,,"153,4 m2, 4,5-sobno, zgrajeno l. 2021, 1/2 nad., novogradnja, na ključ, terasa, 2 parkirni mesti, možnost polnjenja elek...",MESTO NEPREMIČNIN d.o.o.,489000.0
6370919,LJ. MOSTE,6,165.9,0,3.0,1910,,"165,9 m2, 3-sobno, zgrajeno l. 1910, 1/4 nad., meščansko stanovanje, čiste stanovanjske površine 85,5 m2, terasa 47,8 m2...",METKA HANUNA s.p.,280000.0
6404505,"LJ. MOSTE, CLEVELANDSKA ULICA",6,62.4,0,2.0,1981,2015,"62,4 m2, 2-sobno, zgrajeno l. 1981, adaptirano l. 2015, prodamo. Cena: 212.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,212000.0
6430952,"LJ. MOSTE, FUNKCIONALNO STANOVANJE V BLIŽINI CENTRA",6,69.6,0,3.0,1961,1997,"69,6 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 1997, prodamo. Cena: 227.000,00 EUR",ABC nepremičnine d.o.o.,227000.0
6273654,"LJ. MOSTE, GRAJZERJEVA ULICA",6,47.8,0,1.5,1988,2021,"47,8 m2, 1,5-sobno, zgrajeno l. 1988, adaptirano l. 2021, 4/4 nad., prodamo. Cena: 165.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,165000.0
6439731,"LJ. MOSTE, JARŠE, BEZENŠKOVA ULICA",6,61.3,122.0,2.0,1928,2020,"61,3 m2, 2-sobno, zgrajeno l. 1928, adaptirano l. 2020, 122 m2 zemljišča, PK/1 nad., v dvostanovanjski hiši, opremljeno,...","Salomon nepremičnine, Anže Nahtigal, s.p.",185000.0
6428167,"LJ. MOSTE, KRIŽNA ULICA",6,44.9,0,2.0,1953,2016,"44,9 m2, 2-sobno, zgrajeno l. 1953, adaptirano l. 2016, prodamo. Cena: 149.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,149000.0
6381467,"LJ. MOSTE, NASELJE ATRIUM",6,128.79,0,4.0,2009,,"128,79 m2, 4-sobno, dupleks, zgrajeno l. 2009, 6/6 nad., prodamo. Cena: 495.000,00 EUR",Zasebna ponudba,495000.0
6315137,"LJ. MOSTE, NASELJE ATRIUM",6,138.3,0,4.5,2009,,"138,3 m2, 4,5-sobno, dupleks, zgrajeno l. 2009, V urejenem predelu Ljubljane - v novejšem in družinam prijaznem naselju,...",Avenija nepremičnin d.o.o.,595000.0
6287251,"LJ. MOSTE, NASELJE ATRIUM, 2 PARKIRNI MESTI",6,118.6,0,4.5,2009,,"118,6 m2, 4,5-sobno, zgrajeno l. 2009, 5. nad., v urejeni, moderni soseski, odmaknjeni od mestnega vrveža, ravno prav bl...",Avenija nepremičnin d.o.o.,595000.0
6441002,"LJ. MOSTE, OB ZALOŠKI CESTI",6,116.0,154.0,3.0,1935,2005,"116 m2, 3-sobno, zgrajeno l. 1935, adaptirano l. 2005, 154 m2 zemljišča, P/2 nad., Samostojni del stavbe, etažno urejeno...","1961 DOM, nepremičninsko posredovanje in svetovanje, Janko Kožar s.p.",228000.0
6178915,"LJ. MOSTE, POLJE",6,95.0,0,3.0,1945,2016,"95 m2, 3-sobno, zgrajeno l. 1945, adaptirano l. 2016, 2. nad., lepo stanovanje v hiši s tremi stanovanji, duplex, razpor...",Kupola nepremičnina d.o.o.,194900.0
6426009,"LJ. MOSTE, PREGLOV TRG",6,87.7,0,3.5,1983,2014,"87,7 m2, 3,5-sobno, zgrajeno l. 1983, adaptirano l. 2014, prodamo. Cena: 299.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,299000.0
6440779,"LJ. MOSTE, PRENOVLJENO",6,71.8,0,3.0,1967,2021,"71,8 m2, 3-sobno, zgrajeno l. 1967, adaptirano l. 2021, 3/11 nad., prodamo. Cena: 259.000,00 EUR","Sans nepremičnine, d.o.o.",259000.0
6425102,"LJ. MOSTE, STUDENEC",6,69.0,0,3.0,1964,,"69 m2, 3-sobno, zgrajeno l. 1964, 4/4 nad., prodamo. Cena: 230.000,00 EUR","Aeon nepremičnine, d.o.o.",230000.0
6436934,"LJ. MOSTE, ŠTEPANJSKO NASELJE",6,84.3,0,3.0,1975,2020,"84,3 m2, 3-sobno, zgrajeno l. 1975, adaptirano l. 2020, 2/4 nad., V Štepanjskem naselju, na Ulici Vide Janežičeve je nap...","Infostan, Radiša Miljaković s.p.",250000.0
6428385,"LJ. MOSTE, ZADOBROVA",6,153.4,0,4.0,2021,,"153,4 m2, 4-sobno, zgrajeno l. 2021, 1/2 nad., novogradnja, na ključ, terasa, 2 parkirni mesti, možnost polnjenja elektr...",MESTO NEPREMIČNIN d.o.o.,489000.0
6428378,"LJ. MOSTE, ZADOBROVA",6,153.4,0,4.0,2021,,"153,4 m2, 4-sobno, zgrajeno l. 2021, 1/2 nad., novogradnja, na ključ, terasa, 2 parkirni mesti, možnost polnjenja elektr...",MESTO NEPREMIČNIN d.o.o.,499000.0
6428388,"LJ. MOSTE, ZADOBROVA",6,159.9,0,4.0,2021,,"159,9 m2, 4-sobno, zgrajeno l. 2021, 1/2 nad., novogradnja, na ključ, terasa, 2 parkirni mesti, možnost polnjenja elektr...",MESTO NEPREMIČNIN d.o.o.,519000.0
6428380,"LJ. MOSTE, ZADOBROVA",6,159.9,0,4.0,2021,,"159,9 m2, 4-sobno, zgrajeno l. 2021, P/2 nad., novogradnja, na ključ, terasa, 2 parkirni mesti, možnost polnjenja elektr...",MESTO NEPREMIČNIN d.o.o.,529000.0
6433371,"LJ. MOSTE, ZALOŠKA - BILŽINA KC",6,116.6,154.0,3.5,1935,2005,"116,6 m2, 3,5-sobno, zgrajeno l. 1935, adaptirano l. 2005, 154 m2 zemljišča, P/2 nad., PRENOVA STREHE l. 2021,154 m2 pri...","1961 DOM, nepremičninsko posredovanje in svetovanje, Janko Kožar s.p.",228000.0
6427517,"LJ. MOSTE, ZALOŠKA CESTA",6,58.5,0,3.0,2015,,"58,5 m2, 3-sobno, zgrajeno l. 2015, prodamo. Cena: 270.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,270000.0
6421665,"LJ. MOSTE, ZALOŠKA CESTA",6,69.3,0,3.0,1961,2017,"69,3 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 2017, prodamo. Cena: 228.000,00 EUR",ZWELO online nepremičninske storitve d.o.o.,228000.0
6434292,"LJ. MOSTE, ZELENA JAMA, POKOPALIŠKA",6,74.0,0,3.0,1965,,"74 m2, 3-sobno, zgrajeno l. 1965, 4. nad., v prenovljenem bloku, na dobri lokaciji, svetlo, lega V-Z, balkon, vpisano v ...",Agencija Jakkra-n d.o.o.,220000.0
6324817,LJ. ŠIŠKA,6,19.22,0,0,1983,,"19,22 m2, garsonjera, zgrajena l. 1983, 12/12 nad., prodamo z najemnikom ali prazno, zahodna lega, prodamo. Cena: 64.000...","Abax d.o.o., PE Abax Ljubljana",64000.0
6441129,LJ. ŠIŠKA,6,22.6,0,0,1925,,"22,6 m2, garsonjera, zgrajena l. 1925, 1/2 nad., Posredujemo pri prodaji svetle garsnonjere v Šiški, ki skupaj obsega 22...",PERFEKT B d.o.o.,119000.0
6440306,LJ. ŠIŠKA,6,27.2,0,0,1929,,"27,2 m2, garsonjera, zgrajena l. 1929, 1. nad., prodamo. Cena: 125.000,00 EUR",MKA nepremičnine d.o.o.,125000.0
6436155,LJ. ŠIŠKA,6,30.1,0,0,1978,,"30,1 m2, garsonjera, zgrajena l. 1978, 4. nad., prodamo. Cena: 125.000,00 EUR",MKA nepremičnine d.o.o.,125000.0
6426755,LJ. ŠIŠKA,6,43.8,0,2.0,1960,2014,"43,8 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2014, 3/3 nad., prodamo. Cena: 163.900,00 EUR",Makler Bled d.o.o.,163900.0
6437210,LJ. ŠIŠKA,6,49.9,0,2.0,1962,2004,"49,9 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2004, 1. nad., 2 sobno stanovanje na odlični lokaciji v Šiški. V bliži...",Lares nepremičninska družba d.o.o.,167000.0
